Title,"HE student enrolments by HE provider, domicile, level of study, mode of study and country of HE provider",,,,,,
Location,UK,,,,,,
Academic years,2021/22,,,,,,
Data source,HESA,,,,,,
Data collection,"051,054",,,,,,
Data source link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7,,,,,,
Data file canonical link,https://www.hesa.ac.uk/data-and-analysis/sb265/figure-7.csv,,,,,,
Licence,Creative Commons Attribution 4.0 International Licence,,,,,,
Code page,Unicode UTF-8,,,,,,
Disclaimer,Please note that this data includes rounded totals.  Caution must be taken when importing into a pivot table so as not to double count.,,,,,,
2021/22 total,2862620,,,,,,
,,,,,,,
Last updated,Jan-23,,,,,,
,,,,,,,
UKPRN,HE provider,Level of study,Mode of study,Country of HE provider,Region of HE provider,Domicile,Number
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,Other UK,15
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,Total UK,1465
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,Total Non-UK,135
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,Not known,0
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,Total,1600
10007791,The University of Essex,Postgraduate (taught),Part-time,All,East of England,European Union,50
10007791,The University of Essex,Postgraduate (taught),All,All,All,Non-European Union,2305
10007791,The University of Essex,Postgraduate (taught),All,All,All,England,2080
10007791,The University of Essex,Postgraduate (taught),All,All,All,Wales,10
10007791,The University of Essex,Postgraduate (taught),All,All,All,Scotland,10
10007791,The University of Essex,Postgraduate (taught),All,All,All,Northern Ireland,30
10007791,The University of Essex,Postgraduate (taught),All,All,All,Other UK,20
10007791,The University of Essex,Postgraduate (taught),All,All,All,Total UK,2150
10007791,The University of Essex,Postgraduate (taught),All,All,All,Total Non-UK,2430
10007791,The University of Essex,Postgraduate (taught),All,All,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),All,All,All,Total,4575
10007791,The University of Essex,Postgraduate (taught),All,All,All,European Union,120
10007791,The University of Essex,Postgraduate (taught),All,England,All,Non-European Union,2305
10007791,The University of Essex,Postgraduate (taught),All,England,All,England,2080
10007791,The University of Essex,Postgraduate (taught),All,England,All,Wales,10
10007791,The University of Essex,Postgraduate (taught),All,England,All,Scotland,10
10007791,The University of Essex,Postgraduate (taught),All,England,All,Northern Ireland,30
10007791,The University of Essex,Postgraduate (taught),All,England,All,Other UK,20
10007791,The University of Essex,Postgraduate (taught),All,England,All,Total UK,2150
10007791,The University of Essex,Postgraduate (taught),All,England,All,Total Non-UK,2430
10007791,The University of Essex,Postgraduate (taught),All,England,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),All,England,All,Total,4575
10007791,The University of Essex,Postgraduate (taught),All,England,All,European Union,120
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Non-European Union,2225
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,England,670
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Wales,5
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Scotland,5
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Northern Ireland,5
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Other UK,5
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Total UK,685
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Total Non-UK,2295
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,Total,2980
10007791,The University of Essex,Postgraduate (taught),Full-time,All,All,European Union,70
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Non-European Union,2225
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,England,670
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Wales,5
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Scotland,5
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Northern Ireland,5
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Other UK,5
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Total UK,685
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Total Non-UK,2295
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,Total,2980
10007791,The University of Essex,Postgraduate (taught),Full-time,England,All,European Union,70
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Non-European Union,85
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,England,1410
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Wales,5
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Scotland,5
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Northern Ireland,25
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Other UK,15
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Total UK,1465
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Total Non-UK,135
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,Total,1600
10007791,The University of Essex,Postgraduate (taught),Part-time,All,All,European Union,50
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Non-European Union,85
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,England,1410
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Wales,5
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Scotland,5
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Northern Ireland,25
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Other UK,15
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Total UK,1465
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Total Non-UK,135
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Not known,0
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,Total,1600
10007791,The University of Essex,Postgraduate (taught),Part-time,England,All,European Union,50
10007791,The University of Essex,All postgraduate,All,All,All,Non-European Union,2535
10007791,The University of Essex,All postgraduate,All,All,All,England,2640
10007791,The University of Essex,All postgraduate,All,All,All,Wales,15
10007791,The University of Essex,All postgraduate,All,All,All,Scotland,15
10007791,The University of Essex,All postgraduate,All,All,All,Northern Ireland,35
10007791,The University of Essex,All postgraduate,All,All,All,Other UK,25
10007791,The University of Essex,All postgraduate,All,All,All,Total UK,2730
10007791,The University of Essex,All postgraduate,All,All,All,Total Non-UK,2720
10007791,The University of Essex,All postgraduate,All,All,All,Not known,0
10007791,The University of Essex,All postgraduate,All,All,All,Total,5450
10007791,The University of Essex,All postgraduate,All,All,All,European Union,185
10007791,The University of Essex,All postgraduate,All,All,East of England,Non-European Union,2535
10007791,The University of Essex,All postgraduate,All,All,East of England,England,2640
10007791,The University of Essex,All postgraduate,All,All,East of England,Wales,15
10007791,The University of Essex,All postgraduate,All,All,East of England,Scotland,15
10007791,The University of Essex,All postgraduate,All,All,East of England,Northern Ireland,35
10007791,The University of Essex,All postgraduate,All,All,East of England,Other UK,25
10007791,The University of Essex,All postgraduate,All,All,East of England,Total UK,2730
10007791,The University of Essex,All postgraduate,All,All,East of England,Total Non-UK,2720
10007791,The University of Essex,All postgraduate,All,All,East of England,Not known,0
10007791,The University of Essex,All postgraduate,All,All,East of England,Total,5450
10007791,The University of Essex,All postgraduate,All,All,East of England,European Union,185
10007791,The University of Essex,All postgraduate,All,England,All,Non-European Union,2535
10007791,The University of Essex,All postgraduate,All,England,All,England,2640
10007791,The University of Essex,All postgraduate,All,England,All,Wales,15
10007791,The University of Essex,All postgraduate,All,England,All,Scotland,15
10007791,The University of Essex,All postgraduate,All,England,All,Northern Ireland,35
10007791,The University of Essex,All postgraduate,All,England,All,Other UK,25
10007791,The University of Essex,All postgraduate,All,England,All,Total UK,2730
10007791,The University of Essex,All postgraduate,All,England,All,Total Non-UK,2720
10007791,The University of Essex,All postgraduate,All,England,All,Not known,0
10007791,The University of Essex,All postgraduate,All,England,All,Total,5450
10007791,The University of Essex,All postgraduate,All,England,All,European Union,185
10007791,The University of Essex,All postgraduate,All,England,East of England,Non-European Union,2535
10007791,The University of Essex,All postgraduate,All,England,East of England,England,2640
10007791,The University of Essex,All postgraduate,All,England,East of England,Wales,15
10007791,The University of Essex,All postgraduate,All,England,East of England,Scotland,15
10007791,The University of Essex,All postgraduate,All,England,East of England,Northern Ireland,35
